Id,Price
725,162629.42438985637
15856,232251.12094076007
5480,219044.76068627165
15664,340325.70325013954
14275,142827.94274796054
7633,208269.18424357555
13329,173895.15423012018
5502,221701.5716724838
4220,292562.40385038813
11538,208923.4943010169
15975,274445.5644255142
3310,218160.77324894967
9286,150717.4102366254
11260,189914.52438025273
5214,101710.91582662289
11307,180185.25491696852
13543,372201.95975653373
615,181639.86421184443
3495,221399.63111816352
2321,239655.86090080263
12046,186113.7928082775
16688,150244.68642195608
12694,233480.53749666456
783,152275.4696730733
8968,174120.38997612274
13454,180811.00616634582
12190,270665.5889555819
11160,111698.50749589725
10291,199069.69391267467
891,283502.5041813118
2982,178703.55972962367
3818,269637.2194862025
2449,195854.08459051384
8317,165054.6021509043
4922,178243.4120078735
1257,236052.090243443
9348,229836.23004321466
4176,183341.09903511265
10704,166906.88531972052
6624,116192.65590375621
5428,186858.24686339093
12749,173922.0281157346
8994,169250.33456388017
11513,146376.61476533566
3047,176248.59620116424
9519,209858.85441670677
12309,242001.8987031072
14081,255358.08884266403
8334,251998.05680053524
6343,184905.18204489557
14788,130355.21827789592
15748,373943.0414090326
153,246010.28426888114
14149,184177.03222830797
269,192037.8211047046
5452,134912.36624755824
721,167114.08556455286
5079,338308.9574960286
2831,125680.21484068302
10614,111204.99448012152
10131,259108.4084995797
9996,323207.15419806156
3061,193818.73073170357
11733,335331.13016322674
3726,257768.01725323492
10929,222374.3987735629
9011,279473.83930300776
16182,284303.85116107523
4976,188414.0511024128
9897,238029.88320125925
1872,162329.14024146055
9205,382538.8340342836
5403,373425.8542605858
14074,213976.19013458423
6268,152469.06476562124
14232,166795.08412717216
8532,243796.74845784623
7034,317212.01071936527
6553,416271.29604512086
3133,179865.19762613944
8596,210448.30033435786
12389,246359.7867234273
14462,177207.84163749733
8860,337384.411824277
8377,281474.40944837965
6367,335774.6137326474
6917,254658.0890251528
4216,203043.38119215914
5806,173741.45083138137
5438,190577.218382773
6632,199057.10123756007
2650,148076.98764610282
5396,209836.42501937255
4044,148782.19060782244
1345,235477.55483255888
856,176136.189466525
12791,260151.29740104813
12499,214261.5710425129
12249,127612.59284157914
14641,140789.81791621097
1919,170878.6604202508
7848,178268.62834051074
10749,185018.9376336515
15554,188312.62924214805
15834,178765.3230129453
1355,159356.8845957465
15451,176345.2580791414
12401,206893.51987333223
10290,171881.2813869224
9462,133343.2517696194
3103,239060.8483663835
3420,135852.682919633
12262,233553.8250234032
5032,139385.13285440643
8949,299057.7896848098
15567,226173.52421009654
16389,163493.2500545227
7809,88811.815566884
8990,170890.1182131913
16089,242763.864956842
12743,99512.41531574231
5132,122396.04946030631
1619,277700.11914840614
2428,89776.81563444274
16741,164040.51511500025
13193,206911.9613888106
12588,531234.5632709742
5067,174105.38819261486
14685,125575.02286753689
2292,180547.17156921452
5746,125401.57805537837
12578,158911.61036921162
14834,174693.29661776617
2147,173804.0616394701
8222,130615.8167744157
10419,268068.2920003862
11492,214008.2451280429
3006,220216.59036447105
8761,196655.76081742765
15371,330266.68872820726
16367,155172.5137980997
6317,266832.17772247776
10878,276104.17614691285
3895,163810.83263035576
8041,206499.00381827235
13428,463277.33629607485
14669,154763.5297761365
1006,182271.61835544603
12271,180800.22397013463
3764,431199.24860050104
7675,202410.83461888254
11709,260347.2150615448
8629,148483.71821784542
1105,319412.4550012755
6096,187882.22178084948
11727,215164.27051565077
5157,178057.42566214275
3679,143790.650087739
1755,149671.17321399556
7391,182686.63343882485
7425,100151.10316933939
6882,371276.0587773837
10752,354242.2738419983
7472,197737.76071637918
14320,97918.31997668257
9596,161120.0773978673
5317,208248.70042663632
7378,83966.92047148963
16154,181238.12432785978
3464,196590.22797050665
4197,236088.27588386918
